Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,436 Ratings & 4 Reviews
Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,"?87,207","?1,24,900",Free delivery,Hot Deal,"Upto ?28,000 Off on Exchange",41 Ratings & 1 Reviews
Acer Aspire 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Thin and Light...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"Acer Care Center, Quick Access, Acer Product Registration","?41,990","?59,999",Free delivery,Bank Offer,,4.1257 Ratings & 26 Reviews
ASUS ZenBook 14 (2021) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) UM425UA-AM702T...,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life","?69,999","?1,18,990",Free delivery,Bank Offer,,3.73 Ratings & 1 Reviews
ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thi...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?25,990","?50,999",Free delivery,Save extra with combo offers,"Upto ?15,400 Off on Exchange",3.8124 Ratings & 19 Reviews
Avita SATUS Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,35.81 cm (14.1 inch) Display,1 Years Warranty,"?15,990","?29,990",Free delivery,Bank Offer,,"3.61,363 Ratings & 174 Reviews"
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 15-fd1099TU Thin and Light Laptop,Intel Core Ultra 5 Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,"?70,990","?80,755",Free delivery,Save extra with combo offers,Bank Offer,4.2257 Ratings & 22 Reviews
DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,Trial Ms office,"?33,990","?73,412",Free delivery,Bank Offer,,4.217 Ratings & 0 Reviews
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i7 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,NA,"?49,990","?79,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange","4.24,494 Ratings & 543 Reviews"
HP Pavilion Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) 14-dv1029TU Thin and Ligh...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,"?84,990","?92,110",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.212 Ratings & 3 Reviews
Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Th...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,99.06 cm (39 cm) Display,1 Year Onsite Warranty,"?29,990","?44,990",Free delivery,Save extra with combo offers,"Upto ?18,200 Off on Exchange",4.3382 Ratings & 28 Reviews
DELL Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 3420 Business Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,3 year domestic,"?51,000","?85,000",Free delivery,Bank Offer,,4.223 Ratings & 5 Reviews
HP Pavilion (2023) Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin ...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?72,490","?83,705",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.1221 Ratings & 28 Reviews
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,"?1,14,990","?1,65,990",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.144 Ratings & 4 Reviews
Acer Extensa 15 Intel Core i3 11th Gen 1115G4 - (4 GB/256 GB SSD/Windows 11 Home) EX215-54/ EX215-54-3...,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration","?30,990","?54,400",Free delivery,Bank Offer,,"4.21,571 Ratings & 153 Reviews"
MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Th...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"?58,990","?83,990",Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.86 Ratings & 0 Reviews
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?55,499","?76,999",Free delivery,Bank Offer,,436 Ratings & 3 Reviews
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK523WS Th...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?42,990","?62,990",Free delivery,EOSS Special Deal,Bank Offer,3.989 Ratings & 9 Reviews
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS Thin...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?46,850","?85,740",Free delivery,Bank Offer,,4.3168 Ratings & 25 Reviews
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,"?36,299","?59,990",Free delivery,Bank Offer,,3.8266 Ratings & 48 Reviews
Acer Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Warranty,"?42,290","?69,990",Free delivery,Bank Offer,,
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?82,500","?1,16,990",Free delivery,Bank Offer,,
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?32,990","?62,999",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",
Apple 2023 MacBook Pro Apple M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW73HN/A,Apple M3 Max Processor,48 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos","?3,99,900",,Free delivery,"No Cost EMI from ?66,650/month",Bank Offer,
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,436 Ratings & 4 Reviews
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,"?36,299","?59,990",Free delivery,Bank Offer,,3.989 Ratings & 9 Reviews
Acer Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Warranty,"?42,290","?69,990",Free delivery,Bank Offer,,4.3168 Ratings & 25 Reviews
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?82,500","?1,16,990",Free delivery,Bank Offer,,"4.31,915 Ratings & 232 Reviews"
DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/DOS) Latitude 3420 Business Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display,No Software Included,"?33,200","?55,927",Free delivery,Bank Offer,,4.622 Ratings & 3 Reviews
ASUS VivoBook 15 (2022) Intel Core i3 11th Gen 1115G4 - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302...,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2019,"?30,999","?49,999",Free delivery,Bank Offer,,41 Ratings & 1 Reviews
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?52,990","?95,111",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange","4.23,041 Ratings & 236 Reviews"
Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,"?87,207","?1,24,900",Free delivery,Hot Deal,"Upto ?28,000 Off on Exchange",3.810 Ratings & 1 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,Office Home and Student 2021,"?35,450","?57,890",Free delivery,Bank Offer,,4.5898 Ratings & 177 Reviews
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee","?58,499","?85,500",Free delivery,Bank Offer,,4.2100 Ratings & 9 Reviews
ASUS Vivobook Pro 15 OLED AMD Ryzen 5 Hexa Core AMD Ryzen 5 5600H - (16 GB/512 GB SSD/Windows 11 Home/...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year  Warranty,"?66,862","?99,500",Free delivery,Bank Offer,,4.381 Ratings & 7 Reviews
HP 14s AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1029AU Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant","?43,999","?48,544",Free delivery,Bank Offer,,4.888 Ratings & 7 Reviews
Lenovo LOQ (2024) Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA...,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?1,22,990","?1,72,090",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.3410 Ratings & 48 Reviews
MSI Titan GT77 Intel Core i9 13th Gen 13980HX - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,"?3,89,990","?5,48,990",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.192 Ratings & 8 Reviews
ASUS AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?36,990","?50,990",Free delivery,Bank Offer,,53 Ratings & 1 Reviews
DELL Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?46,990","?62,990",Free delivery,Save extra with combo offers,Bank Offer,4.3102 Ratings & 16 Reviews
ASUS Vivobook 14 Touchscreen Intel P-Series Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 1...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"?59,490","?82,990",Free delivery,Bank Offer,,
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,33.02 cm (13 Inch) Display,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos","?1,07,990","?1,14,900",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 Inch) Display,Microsoft Office (Trial Only),"?52,500","?76,890",Free delivery,Bank Offer,,
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?41,399","?59,000",Free delivery,Bank Offer,,
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"?94,999","?1,15,999",Free delivery,EOSS Special Deal,"Upto ?31,000 Off on Exchange",
ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ544WS Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?55,980","?69,500",Free delivery,Bank Offer,,
HP Envy x360 Creator Evo Intel Core i5 12th Gen 1230U - (8 GB/512 GB SSD/Windows 11 Home) x360 13-bf00...,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Touchscreen Display,1 Year Onsite Warranty,"?79,490","?93,527",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",
MSI Prestige 16 AI Studio Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) Pre...,Intel Core Ultra 7 Processor,32 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display,2 Year Carry-in Warranty,"?1,69,990","?1,89,990",Free delivery,Save extra with combo offers,"Upto ?32,000 Off on Exchange",
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-444IN T...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in warranty,"?34,990","?58,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.3404 Ratings & 54 Reviews
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) 14IRL8 Thin and...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"?73,990","?98,290",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",436 Ratings & 4 Reviews
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,4.266 Ratings & 13 Reviews
Infinix ZERO BOOK ULTRA Series Laptop Intel Intel Core i9 12th Gen 12900H - (32 GB/1 TB SSD/Windows 11...,Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?81,978","?95,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange","4.41,477 Ratings & 137 Reviews"
ASUS TUF Gaming A17 with 90Whr Battery AMD Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 1...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year onsite warranty,"?73,990","?94,990",Free delivery,Lowest price since launch,Bank Offer,4.313 Ratings & 1 Reviews
DELL Vostro Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) VOSTRO 3400 Notebook,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?52,000","?70,000",Free delivery,Bank Offer,,"4.31,196 Ratings & 118 Reviews"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?56,349","?79,999",Free delivery,Bank Offer,,4.67 Ratings & 3 Reviews
ASUS Chromebook Plus (2023) Intel Core i3 12th Gen 1215U - (8 GB/Chrome OS) CX3402CBA-PQ0173 Chromeboo...,Intel Core i3 Processor (12th Gen),8 GB LPDDR5 RAM,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,,"?34,990","?55,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.33,880 Ratings & 455 Reviews"
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,NA,"?27,490","?49,999",Free delivery,Bank Offer,,4.723 Ratings & 8 Reviews
DELL Intel Core i7 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,Intel Core i7 Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?1,22,638","?1,63,066",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.4144 Ratings & 14 Reviews
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,"?67,990","?75,990",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange","4.31,175 Ratings & 81 Reviews"
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,"?1,04,990","?1,55,990",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange","4.31,487 Ratings & 144 Reviews"
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?50,050","?61,012",Free delivery,Bank Offer,,4.2101 Ratings & 2 Reviews
ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?42,990","?62,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",2.912 Ratings & 0 Reviews
